Timestamp,Adam Joseph Lewis Center - Gross Electricity Consumption (kWh),Kohl Building - Total Electricity Use (kWh),Science Center - Electricity Use (kWh),Asia House - Residential Electricity Use (kWh),East - Electricity Use (kWh),Kahn - Total Electricity Use (kWh),Noah - Electricity Use (kWh),North - Electricity Use (kWh),Fairchild - Residential Electricity Use (kWh),Harvey - Electricity Use (kWh),Talcott - Residential Electricity Use (kWh),Lord-Saunders Electricity use (kWh)
2023-09-08,3.297112,23.324198,70.35345,2.3942745,12.333528,11.201394,1.1526192,9.926616,0.92117035,1.3078628,1.1203775,1.9606673
2023-09-09,3.3329601,23.406017,68.191505,2.404461,11.750962,11.860994,1.2662141,10.0501175,0.9348401,1.3915087,1.1618167,1.9487047
2023-09-10,3.180012,23.405632,66.57963,2.398504,11.406621,12.398537,1.4028665,10.211926,0.9618931,1.4860994,1.205011,1.9231447
2023-09-11,2.9363549,23.466969,67.7652,2.4144394,11.2049265,12.751621,1.5211416,10.407636,1.0067612,1.5900823,1.2414618,1.8681116
2023-09-12,2.6721761,23.733639,71.491356,2.4306965,11.091357,12.848236,1.6219792,10.512282,1.0458087,1.6743116,1.2533151,1.7858875
2023-09-13,2.4597106,23.996567,76.87967,2.4094818,11.1373,12.410101,1.6715388,10.3624735,1.0615177,1.7197825,1.2427571,1.6799147
2023-09-14,2.359854,23.98097,81.83968,2.367672,11.387258,11.667139,1.6604465,10.068413,1.0895208,1.7345548,1.2290939,1.5894967
2023-09-15,2.3770638,24.17893,84.84061,2.3977377,12.086209,11.494398,1.6538652,9.955289,1.1435283,1.7449148,1.2492498,1.5949502
2023-09-16,2.4257905,24.503645,85.15541,2.4871664,12.982987,11.497093,1.6346655,9.977756,1.2182652,1.7503499,1.3047626,1.6387239
2023-09-17,2.3675008,24.44322,83.53743,2.613791,13.787124,11.327601,1.5904597,10.108248,1.3182937,1.7648835,1.3703978,1.782885
2023-09-18,2.33681,24.368769,83.05767,2.7395499,14.426476,10.969679,1.5452185,10.291357,1.4163342,1.7745079,1.4420264,1.9005202
2023-09-19,2.3992982,24.660568,84.999664,2.8093052,14.706804,10.690887,1.5421029,10.428457,1.4752747,1.7590249,1.4833877,1.9552615
2023-09-20,2.490291,25.362665,88.843994,2.80074,14.774365,10.6629715,1.5215676,10.369676,1.4956858,1.7368233,1.4916891,2.0688322
2023-09-21,2.532101,25.750713,93.040306,2.710071,14.691227,10.72181,1.4418849,9.943394,1.4649414,1.6899602,1.468915,2.268167
2023-09-22,2.475679,25.568401,94.87404,2.5367906,14.652918,10.17279,1.3519217,9.339082,1.3965517,1.6686435,1.4252622,2.5024207
2023-09-23,2.1996782,24.74462,93.59054,2.411802,14.523786,9.031993,1.3381575,9.10881,1.3183414,1.7118399,1.3748403,2.6783035
2023-09-24,1.8514333,23.5663,92.9893,2.348296,14.216818,7.8766184,1.3523092,9.071616,1.2515311,1.741655,1.3315879,2.651044
2023-09-25,1.6453998,22.22461,94.24179,2.311999,13.857325,7.0802097,1.337633,8.984268,1.1782641,1.6413769,1.2969743,2.473869
2023-09-26,1.5754867,20.949236,97.28455,2.2142172,13.654478,6.354806,1.3114685,8.582904,1.0831618,1.4488742,1.2481166,2.3562522
2023-09-27,1.5749898,19.61504,99.543236,2.1373315,13.228384,5.752451,1.2586356,8.216111,0.9832258,1.2960674,1.162375,2.37762
2023-09-28,1.5606511,18.699205,100.07463,2.1565554,12.606493,5.8115115,1.2533238,8.24203,0.9296491,1.2425845,1.0639552,2.4129884
2023-09-29,1.4942218,18.56448,97.67936,2.263911,12.865292,6.2618647,1.343792,8.661132,0.9153582,1.2520137,1.0003256,2.505677
2023-09-30,1.2797922,18.437029,92.80861,2.3599167,13.508082,7.040832,1.3850139,9.06251,0.9337612,1.2943143,0.9835068,2.6410215
2023-10-01,1.2968054,18.45548,87.26456,2.398319,13.19672,8.025704,1.4109752,9.2527485,1.000789,1.2965642,1.0267757,2.552693
2023-10-02,1.6238997,19.361742,83.843346,2.397821,12.425883,9.304143,1.3633485,9.34778,1.0801479,1.2926315,1.0458578,2.4278865
2023-10-03,2.112104,20.641552,82.146614,2.3971708,11.443499,9.614937,1.3289251,9.414284,1.1161875,1.2898818,1.0502797,2.2426941
2023-10-04,2.6088424,21.417963,82.01353,2.389548,10.42182,9.562357,1.2991464,9.289654,1.0893774,1.2733454,1.0138696,1.9870466
2023-10-05,2.9696038,21.55146,81.49367,2.2655642,9.7132845,10.186488,1.2653397,9.00066,1.0110898,1.2391915,0.95292616,1.7666246
2023-10-06,3.023926,21.557964,79.638466,2.0994,9.821116,10.791177,1.2669289,8.945689,0.93433625,1.2408776,0.93880486,1.6352688
2023-10-07,2.4967546,21.328264,77.37882,2.030985,10.534222,10.653033,1.3582883,9.255987,0.88100165,1.34657,0.96401256,1.7059608
2023-10-08,1.950018,21.14086,75.720116,2.1245131,10.884489,10.404604,1.4952196,9.499965,0.8716833,1.4480062,1.0054783,1.7882038
2023-10-09,1.790426,21.582247,77.56138,2.2910342,11.3068075,10.632105,1.5545651,9.661505,0.878637,1.5210589,1.022479,1.7428098
2023-10-10,2.0429318,22.936068,80.26758,2.3590117,11.814994,11.079437,1.5014025,9.513172,0.9147806,1.4649698,0.99434614,1.4623176
2023-10-11,2.536118,24.3539,83.77815,2.3536322,11.81879,11.113515,1.3434039,9.042825,0.9674131,1.3810731,0.98468447,1.2673051
2023-10-12,2.9256115,25.088835,86.21027,2.4430268,11.692397,11.985926,1.1930053,8.902401,1.047873,1.3734621,0.99920696,1.3471928
2023-10-13,3.0057654,25.147184,83.989655,2.460871,11.874523,12.754871,1.1645644,8.944371,1.14168,1.3959172,1.0542829,1.5614953
2023-10-14,2.630231,24.740826,79.43018,2.4249804,12.353417,12.541518,1.2823504,9.196242,1.2267804,1.4969603,1.1413603,1.9064398
2023-10-15,2.1302958,24.53702,77.42981,2.4911478,12.83699,11.8099575,1.3840421,9.634585,1.3030176,1.6734792,1.2615762,2.1554506
2023-10-16,1.926021,24.473774,79.36583,2.5810235,12.734639,10.81386,1.4605255,9.935435,1.3439924,1.7875326,1.3218554,2.0656052
2023-10-17,2.1145005,24.912884,85.00261,2.6474779,12.730074,10.013028,1.5428523,10.126763,1.3406694,1.7824211,1.3289,1.6967334
2023-10-18,2.3982847,25.812027,92.270355,2.709366,13.288859,10.233408,1.5434142,10.036791,1.321131,1.7260686,1.2999682,1.6323684
2023-10-19,2.441595,25.852972,98.126396,2.711036,14.111326,10.736036,1.4267795,9.713752,1.322519,1.665447,1.2957925,1.9709855
2023-10-20,2.3127213,25.252659,99.18927,2.6468809,14.660995,11.081882,1.339307,9.289061,1.3374498,1.6206644,1.3386945,2.422446
2023-10-21,1.8831501,23.36653,95.16061,2.5436919,14.64667,10.385741,1.2953593,9.056071,1.3146449,1.5777675,1.3255305,2.6460495
2023-10-22,1.501611,21.482208,91.73653,2.5515628,13.932205,9.4513035,1.282506,9.0450535,1.2740384,1.6129055,1.2943509,2.7079644
2023-10-23,1.4598347,20.373508,92.0071,2.5431082,12.989653,9.023226,1.3425686,8.970016,1.2273129,1.5732907,1.2788452,2.568893
2023-10-24,1.7355852,20.311296,95.07611,2.5256727,12.635829,9.055166,1.3855778,8.937711,1.193309,1.4576969,1.2871239,2.4412427
2023-10-25,2.138477,20.54204,98.33329,2.4820251,12.578344,8.718928,1.3956058,8.822097,1.1659019,1.3223329,1.2740796,2.4744623
2023-10-26,2.493058,20.930296,101.82762,2.4898474,12.4776745,8.126034,1.3687649,8.675258,1.1214275,1.3014348,1.2148887,2.5915308
2023-10-27,2.39761,20.954771,101.82676,2.4650638,12.577809,7.457828,1.4145691,8.730412,1.0530758,1.2993166,1.1483132,2.639404
2023-10-28,1.6987674,20.275198,96.18991,2.5136867,13.521319,7.0691752,1.5695343,9.152018,1.007225,1.3872417,1.0937146,2.9189143
2023-10-29,1.3511282,19.477362,88.55786,2.6493185,13.698842,7.9423976,1.6673719,9.522215,1.0177864,1.4819431,1.0875593,3.1610308
2023-10-30,1.5186065,19.465717,88.109375,2.7509577,13.056443,9.592473,1.8014231,9.830543,1.0997136,1.4978213,1.125557,3.1772017
2023-10-31,2.0873375,20.988512,92.08602,2.7143233,12.46499,10.823186,1.8585881,9.926888,1.1629367,1.4506395,1.1121482,3.1610193
2023-11-01,2.6929932,22.486465,96.94204,2.5910697,11.595898,11.377339,1.8341469,9.574591,1.1260402,1.3595442,1.044746,3.0486991
2023-11-02,3.0392342,22.929235,98.65692,2.4900572,10.911882,12.161166,1.7854654,9.309561,1.1121823,1.3578258,0.99723935,3.066838
2023-11-03,2.891244,21.546501,95.50666,2.2482011,11.366502,12.001269,1.7857326,9.126933,1.0678029,1.3605626,0.97745,3.095188
2023-11-04,2.3790464,19.368324,88.646,2.0916126,12.379354,10.487719,1.9407713,8.98122,0.99689543,1.3695474,0.9768768,3.1996212
2023-11-05,1.8659091,18.446636,85.82314,2.2738786,13.29965,9.445205,1.9714226,9.309668,1.0286462,1.5331931,1.0303531,3.5328307
2023-11-06,2.0813882,18.750896,88.59884,2.4433188,13.943704,9.605632,1.9648985,9.542289,1.105159,1.5562177,1.1031804,3.7277622
2023-11-07,2.982647,20.035524,93.82217,2.4618099,14.060282,9.596631,1.9270803,9.235542,1.158353,1.4028239,1.1529397,3.6537032
2023-11-08,3.4985483,20.892832,98.07018,2.5029664,12.720953,9.953075,1.7444419,9.031051,1.1316067,1.2905982,1.1673408,3.6845806
2023-11-09,3.8746412,20.2783,97.9262,2.5222363,12.072643,11.043154,1.588962,9.295725,1.1380928,1.2214272,1.2433428,3.84499
2023-11-10,3.778784,19.287048,92.07825,2.432754,11.502562,11.077647,1.5468214,9.189944,1.1200722,1.1984792,1.2890297,3.7087994
2023-11-11,3.043251,18.795328,85.10963,2.351577,11.631643,9.606663,1.7589518,9.153049,1.1107978,1.3475327,1.3613348,3.6457305
2023-11-12,2.3586543,19.338533,81.293594,2.4249492,11.67071,8.287289,2.0689058,9.444161,1.1797501,1.5994073,1.4495829,3.8754973
2023-11-13,2.5312896,20.250975,84.41966,2.6138659,11.3233795,7.4484105,2.3339124,9.878955,1.2580358,1.755726,1.5246582,4.031142
2023-11-14,3.330053,21.309916,94.51494,2.6213543,11.2951565,7.0314574,2.4002504,10.158127,1.2425046,1.6246909,1.5398524,4.0016265
2023-11-15,4.507471,22.820292,103.56816,2.4928317,11.633833,8.090304,2.3895214,10.08969,1.1298937,1.4466197,1.5164521,4.2599373
2023-11-16,5.115565,23.409256,105.9624,2.3951516,12.017398,8.439031,2.3899124,10.663042,1.1922561,1.4300586,1.609336,4.676844
2023-11-17,4.370945,21.278551,99.56075,2.111646,11.668477,7.999325,2.120861,10.062253,1.158875,1.3345727,1.5705628,4.146553
2023-11-18,3.2502193,19.424194,90.56203,1.9628415,10.905739,7.300995,2.1573184,9.797104,1.2175626,1.355659,1.5471444,3.786333
2023-11-19,2.1775627,19.364714,86.4864,2.0817707,9.754039,6.3960075,2.3616202,9.765429,1.2697228,1.5755917,1.5817791,3.8668272
2023-11-20,2.4661295,20.69323,89.029305,2.245105,9.381692,6.0473585,2.5116255,10.172779,1.3685898,1.6480036,1.6770529,4.089582
2023-11-21,3.8631964,23.367172,97.43971,2.192481,9.314322,5.436326,2.4015749,10.354832,1.3386514,1.4214581,1.6950421,3.9899654
2023-11-22,5.673959,26.881725,101.10938,2.1528037,9.97123,5.577728,2.2301211,10.821303,1.2954195,1.2738768,1.7534215,4.2754683
2023-11-23,6.942142,29.497984,100.56363,2.1722784,11.2098465,6.269825,2.0415378,12.009834,1.5218325,1.4132978,1.8558075,4.833321
2023-11-24,5.976395,25.860521,94.89001,1.9300944,12.006432,6.3209825,1.7135693,11.9162,1.6122608,1.4969326,1.7464788,4.5531464
2023-11-25,4.2106786,18.832415,88.31486,1.6411086,10.586678,6.8763423,1.5686927,10.954649,1.5211809,1.4225425,1.5865252,3.4842315
2023-11-26,2.1487477,15.166794,85.43118,1.6220477,8.819238,6.185286,1.7304636,10.050232,1.3137455,1.4905275,1.4462559,3.0276918
2023-11-27,1.7261356,16.41157,91.71152,1.6432673,7.8115954,5.3237076,1.6763299,8.97711,1.0611625,1.4377917,1.1886438,2.9092627
2023-11-28,2.6435814,19.5234,100.23938,1.2760366,7.9926524,4.3639636,1.2540867,7.520099,0.79513174,1.131511,0.94014835,2.0069568
2023-11-29,3.9015641,21.540833,103.65938,0.8541518,7.917563,2.8432322,1.1304946,6.4071717,0.59264874,0.8850031,0.8861513,1.1984258
2023-11-30,4.402083,23.446156,107.405754,0.7920162,7.5678945,1.5441568,1.0449557,6.4459896,0.5785493,0.91015035,0.89446706,1.0366305
2023-12-01,3.9092069,23.1003,107.74037,0.83531576,7.505651,1.4823513,0.9317541,6.661792,0.6072641,0.9007398,0.8787587,1.2817191
2023-12-02,2.816208,20.774893,103.980484,0.8243262,8.221018,2.7196927,0.82067925,6.587545,0.6267008,0.74036694,0.8653833,1.4961488
2023-12-03,1.9943857,17.596472,97.65648,0.81171596,8.985488,5.160009,0.6291055,6.010926,0.63194424,0.58604217,0.8407682,1.3067218
2023-12-04,1.968771,16.21999,96.37071,0.94467986,8.949591,7.332478,0.50740314,5.698128,0.61404616,0.65345347,0.85045767,1.2118239
2023-12-05,2.599316,16.194508,101.424385,1.1059986,9.004389,9.1187315,0.56703436,5.5902643,0.65119207,0.81079555,0.9558103,1.3948377
2023-12-06,3.3134632,16.658487,104.46199,1.2667197,8.368525,8.973005,0.717098,5.8334007,0.75603,0.9455613,1.0340086,1.6973728
2023-12-07,3.6901376,17.433384,103.505684,1.3394762,7.9270444,7.814125,0.902879,6.0655174,0.8486786,0.9786587,1.0722837,1.789464
2023-12-08,3.6266358,17.376276,100.83422,1.3964021,7.821585,7.1045856,1.0419339,6.357352,0.88437635,1.0097064,1.1258448,1.770236
2023-12-09,3.173744,16.521233,96.03603,1.4181427,8.086236,6.7745376,1.1704597,6.5428715,0.88036984,1.041284,1.1600354,1.6941507
2023-12-10,2.738955,15.699758,90.15659,1.412347,8.22747,6.7699695,1.3309253,6.6303763,0.85068524,1.0399234,1.1704468,1.5538573
2023-12-11,2.6780612,15.62723,86.69627,1.4814868,8.170529,7.138684,1.4307004,6.757409,0.84598166,1.069311,1.1738166,1.3932834
2023-12-12,2.8688352,16.49133,87.04311,1.6084825,8.4403925,7.271467,1.457147,6.9508324,0.87141895,1.1228378,1.1774213,1.2408744
2023-12-13,3.2862675,17.866352,88.20852,1.6968586,8.598218,7.0170565,1.4482553,7.0154557,0.89156514,1.1498889,1.1591004,1.1445322
2023-12-14,3.6808152,19.291464,88.7548,1.7383097,8.766891,6.5551624,1.4542564,6.969731,0.8863433,1.1568618,1.1386133,1.0989143
2023-12-15,4.0475225,20.749567,88.22119,1.7549031,9.346993,5.9807796,1.5169437,6.9021153,0.89085734,1.1803768,1.1418707,1.0614573
2023-12-16,4.1573825,21.709002,86.56087,1.7322042,10.092103,5.4518604,1.6206781,6.8654,0.90449196,1.24088,1.15215,1.0671399
2023-12-17,3.9645014,22.080229,85.87115,1.7252654,10.641026,5.0842676,1.7258502,7.0362644,0.91292,1.3623763,1.1591315,1.2538766
2023-12-18,3.9004526,22.35427,87.143776,1.7417468,11.020226,5.2154336,1.8200219,7.337524,0.9173342,1.4632735,1.1697456,1.6475261
2023-12-19,4.227465,22.785742,89.335365,1.7348907,11.298345,5.67205,1.8430973,7.687846,0.9444473,1.5130181,1.2046177,2.0524676
2023-12-20,4.7170305,23.456087,90.43173,1.7251608,11.674328,6.1380715,1.7999235,8.012929,0.9938399,1.5163239,1.2761667,2.3705647
2023-12-21,5.170399,23.984957,89.528465,1.7305583,12.24662,6.774194,1.7171319,8.189571,1.0423018,1.4987061,1.3741237,2.6953695
2023-12-22,5.544213,23.638876,86.63324,1.7020539,12.766472,7.5023174,1.5877452,8.311201,1.0824163,1.462115,1.4692414,2.9255571
2023-12-23,5.8985887,22.620022,83.04526,1.6182494,12.814636,8.307774,1.4318315,8.3669,1.1292913,1.3827151,1.5274464,2.9697003
2023-12-24,5.8794837,21.531137,82.35298,1.5975358,12.505698,8.875572,1.2999408,8.472641,1.1703905,1.3494252,1.5555925,2.8504467
2023-12-25,5.6168933,20.741121,82.90382,1.6200155,12.067531,9.1416025,1.2576485,8.43938,1.1796632,1.3178687,1.5608841,2.7494981
2023-12-26,5.381649,20.545353,83.37041,1.6771883,11.72557,8.948584,1.2472154,8.260805,1.1644713,1.302444,1.5477428,2.7530258
2023-12-27,5.4411473,21.056637,83.82232,1.7523309,11.6625,8.492394,1.2344092,8.081,1.1562734,1.3239073,1.5592813,2.8766985
2023-12-28,5.891454,22.041142,84.40295,1.7949775,11.650556,8.059901,1.1971687,7.900861,1.1592917,1.3404202,1.5797683,3.0471478
2023-12-29,6.272733,22.918028,84.550026,1.7958909,11.742645,7.713113,1.1821563,7.9437513,1.1774709,1.3533622,1.6071378,3.1554325
2023-12-30,6.486163,23.057434,84.356155,1.7819057,11.851717,7.6047583,1.190742,8.263339,1.222171,1.375536,1.639968,3.2141583
2023-12-31,6.375719,22.119825,84.15999,1.784526,11.982489,7.601515,1.2116176,8.629113,1.2629783,1.380532,1.6529229,3.22864
2024-01-01,5.819774,21.031872,84.89752,1.790916,11.85815,7.376644,1.2473179,8.840806,1.2627761,1.3537514,1.6294138,3.127674
2024-01-02,5.2851605,20.44776,86.01409,1.7946441,11.619928,6.7025156,1.2819109,8.827295,1.2289839,1.2910225,1.5839565,3.0415702
2024-01-03,5.18254,20.807505,86.72508,1.8042294,11.31507,5.731093,1.2780039,8.611535,1.1743215,1.2362021,1.5494293,3.039766
2024-01-04,5.4867964,21.586885,87.28725,1.8321531,11.118722,4.9801745,1.2560871,8.462658,1.1440943,1.2090608,1.5418394,3.173322
2024-01-05,6.038056,22.816856,88.164185,1.8767903,11.13082,4.7006598,1.2797829,8.718773,1.1821016,1.2382927,1.5895246,3.4612484
2024-01-06,6.494228,24.030643,88.517044,1.8918128,11.237118,4.8744745,1.2785401,9.26157,1.2576365,1.2956231,1.6336114,3.7371085
2024-01-07,6.5481057,23.650173,87.685905,1.865319,11.379992,5.5012665,1.2722678,9.739646,1.3207678,1.3223861,1.6558264,3.7769952
2024-01-08,5.98076,21.513287,86.01827,1.8188076,11.425549,6.031651,1.2406818,9.846957,1.3068446,1.2697182,1.6335322,3.4576929
2024-01-09,5.105901,19.23361,84.76537,1.7804593,10.827954,5.7322116,1.1845865,9.567261,1.2351661,1.186736,1.5828526,2.9790022
